Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca,Ocupacao
70.0,2634.0,190.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Professor
43.0,8967.0,313.0,Norte,Desconhecido,Intermediario,Atendimento Ruim,Professor
43.0,3761.0,331.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Professor
55.0,12598.0,263.0,Nordeste,Desconhecido,Intermediario,Cobertura Ruim,Professor
24.0,4851.0,62.0,Sudeste,Feminino,Nao especificado,Preco Alto,Desempregado
20.0,3226.0,492.0,Sudeste,Masculino,Basico,Atendimento Ruim,Desempregado
43.0,2359.0,263.0,Norte,Feminino,Intermediario,Cobertura Ruim,Professor
30.0,7543.0,227.0,Desconhecido,Masculino,Intermediario,Preco Alto,Autônomo
53.0,3851.0,287.0,Sudeste,Feminino,Basico,Preco Alto,Professor
41.0,16326.0,165.0,Desconhecido,Feminino,Basico,Atendimento Ruim,Desempregado
43.0,1358.0,187.0,Centro-Oeste,Desconhecido,Intermediario,Preco Alto,Professor
59.0,7662.0,116.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Autônomo
42.0,7927.0,438.0,Nordeste,Desconhecido,Premium,Cobertura Ruim,Autônomo
43.0,18026.0,188.0,Norte,Feminino,Nao especificado,Atendimento Ruim,Professor
61.0,7662.0,263.0,Sul,Masculino,Intermediario,Cobertura Ruim,Professor
40.0,2616.0,195.0,Nordeste,Desconhecido,Basico,Preco Alto,Autônomo
22.0,7662.0,155.0,Centro-Oeste,Feminino,Intermediario,Preco Alto,Autônomo
44.0,12563.0,133.0,Sul,Feminino,Basico,Preco Alto,Professor
47.0,6044.0,428.0,Centro-Oeste,Desconhecido,Basico,Cobertura Ruim,Autônomo
44.0,1493.0,142.0,Sudeste,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
43.0,6480.0,117.0,Norte,Feminino,Basico,Atendimento Ruim,Professor
31.0,4284.0,57.0,Centro-Oeste,Masculino,Premium,Preco Alto,Desempregado
43.0,5726.0,224.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Desempregado
27.0,7662.0,263.0,Sul,Feminino,Basico,Preco Alto,Desempregado
51.0,12451.0,453.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
48.0,7662.0,263.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
49.0,3146.0,59.0,Sul,Masculino,Basico,Cobertura Ruim,Professor
31.0,11882.0,372.0,Nordeste,Masculino,Premium,Atendimento Ruim,Professor
32.0,4277.0,205.0,Desconhecido,Desconhecido,Premium,Cobertura Ruim,Autônomo
43.0,4118.0,415.0,Sudeste,Feminino,Premium,Preco Alto,Desempregado
52.0,10707.0,177.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim,Desempregado
63.0,7662.0,263.0,Sudeste,Masculino,Basico,Cobertura Ruim,Desempregado
39.0,19437.0,263.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
45.0,14138.0,446.0,Centro-Oeste,Feminino,Basico,Preco Alto,Desempregado
43.0,7662.0,165.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
69.0,4178.0,202.0,Desconhecido,Masculino,Basico,Atendimento Ruim,Professor
70.0,13949.0,263.0,Sul,Masculino,Basico,Cobertura Ruim,Desempregado
43.0,8004.0,263.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Professor
64.0,5066.0,81.0,Sudeste,Feminino,Nao especificado,Preco Alto,Desempregado
49.0,7662.0,72.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Professor
18.0,17842.0,477.0,Nordeste,Masculino,Nao especificado,Atendimento Ruim,Desempregado
53.0,13802.0,211.0,Sudeste,Feminino,Intermediario,Cobertura Ruim,Professor
31.0,7662.0,214.0,Nordeste,Feminino,Nao especificado,Preco Alto,Desempregado
43.0,19507.0,461.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
52.0,7662.0,416.0,Sudeste,Masculino,Premium,Cobertura Ruim,Autônomo
56.0,1394.0,339.0,Norte,Feminino,Nao especificado,Preco Alto,Professor
50.0,2744.0,324.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
43.0,8688.0,398.0,Nordeste,Desconhecido,Basico,Cobertura Ruim,Desempregado
43.0,5757.0,163.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Autônomo
43.0,15247.0,327.0,Nordeste,Desconhecido,Nao especificado,Preco Alto,Desempregado
43.0,17355.0,126.0,Sudeste,Masculino,Nao especificado,Preco Alto,Professor
43.0,7662.0,148.0,Sudeste,Desconhecido,Basico,Atendimento Ruim,Autônomo
47.0,13997.0,263.0,Nordeste,Masculino,Basico,Cobertura Ruim,Desempregado
66.0,7662.0,263.0,Sudeste,Feminino,Intermediario,Atendimento Ruim,Professor
38.0,6290.0,445.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Autônomo
24.0,14593.0,341.0,Sul,Desconhecido,Basico,Cobertura Ruim,Desempregado
35.0,7662.0,239.0,Sudeste,Feminino,Basico,Preco Alto,Professor
43.0,10751.0,270.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Autônomo
33.0,2109.0,352.0,Sudeste,Feminino,Basico,Atendimento Ruim,Desempregado
43.0,9498.0,300.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim,Professor
34.0,7662.0,274.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Professor
24.0,7575.0,184.0,Nordeste,Masculino,Basico,Preco Alto,Professor
29.0,7662.0,302.0,Nordeste,Feminino,Basico,Cobertura Ruim,Autônomo
43.0,10223.0,64.0,Desconhecido,Masculino,Intermediario,Atendimento Ruim,Desempregado
49.0,7662.0,263.0,Nordeste,Desconhecido,Basico,Preco Alto,Professor
35.0,2878.0,263.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
37.0,3709.0,166.0,Nordeste,Feminino,Nao especificado,Preco Alto,Desempregado
43.0,15371.0,138.0,Sul,Feminino,Nao especificado,Preco Alto,Professor
51.0,19980.0,485.0,Sul,Feminino,Premium,Atendimento Ruim,Autônomo
47.0,7662.0,263.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Desempregado
66.0,2036.0,263.0,Sul,Masculino,Basico,Preco Alto,Professor
49.0,9649.0,175.0,Sul,Feminino,Basico,Atendimento Ruim,Professor
65.0,14257.0,214.0,Sul,Feminino,Intermediario,Cobertura Ruim,Desempregado
18.0,4250.0,244.0,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
43.0,3804.0,408.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Professor
54.0,4987.0,184.0,Sudeste,Feminino,Premium,Cobertura Ruim,Desempregado
28.0,12382.0,356.0,Sul,Desconhecido,Nao especificado,Cobertura Ruim,Professor
33.0,4551.0,464.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
45.0,7682.0,263.0,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim,Desempregado
43.0,3025.0,70.0,Sudeste,Masculino,Intermediario,Preco Alto,Professor
58.0,7168.0,263.0,Sudeste,Desconhecido,Intermediario,Preco Alto,Professor
58.0,10483.0,350.0,Nordeste,Masculino,Nao especificado,Preco Alto,Professor
34.0,2230.0,263.0,Nordeste,Masculino,Basico,Atendimento Ruim,Professor
43.0,7662.0,295.0,Nordeste,Masculino,Basico,Atendimento Ruim,Professor
70.0,7662.0,410.0,Sudeste,Feminino,Premium,Atendimento Ruim,Professor
32.0,7662.0,263.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Desempregado
22.0,13899.0,179.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
36.0,5295.0,173.0,Desconhecido,Feminino,Intermediario,Preco Alto,Desempregado
69.0,7662.0,499.0,Sudeste,Desconhecido,Basico,Preco Alto,Autônomo
58.0,5208.0,181.0,Nordeste,Desconhecido,Premium,Cobertura Ruim,Autônomo
42.0,16509.0,193.0,Sul,Feminino,Nao especificado,Preco Alto,Autônomo
34.0,5721.0,87.0,Sudeste,Masculino,Basico,Preco Alto,Professor
43.0,16167.0,492.0,Sudeste,Feminino,Intermediario,Preco Alto,Professor
19.0,14069.0,263.0,Sudeste,Masculino,Premium,Preco Alto,Professor
54.0,3809.0,358.0,Sul,Masculino,Basico,Preco Alto,Professor
23.0,3310.0,263.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
44.0,14412.0,388.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
43.0,6269.0,371.0,Sudeste,Masculino,Basico,Preco Alto,Professor
18.0,18717.0,115.0,Centro-Oeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
69.0,18554.0,145.0,Sudeste,Feminino,Basico,Atendimento Ruim,Desempregado
34.0,7662.0,202.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Desempregado
43.0,7662.0,220.0,Sudeste,Masculino,Premium,Cobertura Ruim,Autônomo
62.0,3792.0,388.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Professor
27.0,17018.0,97.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
43.0,2359.0,263.0,Sudeste,Feminino,Basico,Preco Alto,Professor
43.0,6016.0,263.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Professor
25.0,7662.0,229.0,Norte,Masculino,Basico,Atendimento Ruim,Desempregado
69.0,18946.0,51.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
43.0,7662.0,200.0,Nordeste,Desconhecido,Intermediario,Atendimento Ruim,Autônomo
43.0,7662.0,163.0,Nordeste,Feminino,Intermediario,Atendimento Ruim,Professor
61.0,7108.0,267.0,Centro-Oeste,Desconhecido,Basico,Cobertura Ruim,Professor
31.0,7662.0,263.0,Nordeste,Feminino,Premium,Atendimento Ruim,Professor
65.0,7662.0,416.0,Nordeste,Masculino,Intermediario,Preco Alto,Autônomo
35.0,2599.0,440.0,Nordeste,Feminino,Intermediario,Atendimento Ruim,Professor
43.0,4325.0,420.0,Sul,Feminino,Basico,Cobertura Ruim,Desempregado
18.0,14921.0,491.0,Sul,Feminino,Intermediario,Cobertura Ruim,Professor
33.0,3282.0,456.0,Sudeste,Desconhecido,Intermediario,Cobertura Ruim,Autônomo
42.0,5447.0,197.0,Nordeste,Feminino,Intermediario,Preco Alto,Professor
18.0,7662.0,208.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
47.0,9572.0,275.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
43.0,14673.0,230.0,Nordeste,Feminino,Premium,Preco Alto,Desempregado
43.0,4246.0,485.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
32.0,3929.0,263.0,Sul,Desconhecido,Intermediario,Preco Alto,Professor
43.0,4133.0,366.0,Sudeste,Masculino,Basico,Preco Alto,Autônomo
31.0,6159.0,263.0,Centro-Oeste,Desconhecido,Premium,Cobertura Ruim,Autônomo
26.0,8210.0,263.0,Sul,Feminino,Intermediario,Preco Alto,Autônomo
64.0,7662.0,263.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Autônomo
38.0,7662.0,204.0,Nordeste,Masculino,Nao especificado,Atendimento Ruim,Professor
22.0,18142.0,171.0,Nordeste,Desconhecido,Basico,Atendimento Ruim,Autônomo
31.0,16032.0,263.0,Sudeste,Feminino,Nao especificado,Preco Alto,Professor
35.0,1791.0,263.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Professor
57.0,7662.0,413.0,Sul,Desconhecido,Nao especificado,Cobertura Ruim,Professor
19.0,15284.0,365.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Professor
42.0,5683.0,210.0,Desconhecido,Desconhecido,Basico,Preco Alto,Professor
39.0,17389.0,267.0,Sudeste,Desconhecido,Basico,Preco Alto,Autônomo
69.0,17132.0,457.0,Norte,Feminino,Premium,Atendimento Ruim,Desempregado
43.0,3116.0,152.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Desempregado
43.0,7579.0,263.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Autônomo
43.0,1645.0,220.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Autônomo
45.0,4894.0,334.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Autônomo
46.0,15229.0,311.0,Sudeste,Desconhecido,Nao especificado,Atendimento Ruim,Professor
22.0,19370.0,284.0,Nordeste,Desconhecido,Basico,Cobertura Ruim,Professor
18.0,17802.0,263.0,Sul,Masculino,Nao especificado,Cobertura Ruim,Professor
41.0,1859.0,160.0,Desconhecido,Feminino,Basico,Atendimento Ruim,Professor
43.0,7662.0,389.0,Sul,Masculino,Premium,Cobertura Ruim,Desempregado
33.0,15503.0,496.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Professor
43.0,16645.0,163.0,Sudeste,Masculino,Basico,Cobertura Ruim,Autônomo
18.0,17840.0,263.0,Nordeste,Feminino,Nao especificado,Preco Alto,Desempregado
18.0,7510.0,369.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
47.0,3998.0,263.0,Centro-Oeste,Masculino,Premium,Atendimento Ruim,Autônomo
34.0,1586.0,263.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Professor
28.0,1618.0,263.0,Sudeste,Masculino,Premium,Preco Alto,Autônomo
52.0,10934.0,332.0,Sul,Masculino,Basico,Atendimento Ruim,Professor
43.0,5597.0,177.0,Sudeste,Masculino,Premium,Cobertura Ruim,Professor
43.0,7608.0,498.0,Norte,Feminino,Nao especificado,Atendimento Ruim,Autônomo
60.0,2985.0,263.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Professor
54.0,19379.0,208.0,Sudeste,Feminino,Intermediario,Preco Alto,Autônomo
25.0,2967.0,241.0,Sul,Desconhecido,Basico,Cobertura Ruim,Autônomo
43.0,6960.0,369.0,Sul,Feminino,Basico,Cobertura Ruim,Professor
52.0,7662.0,435.0,Nordeste,Feminino,Premium,Atendimento Ruim,Professor
43.0,7662.0,211.0,Sudeste,Desconhecido,Premium,Cobertura Ruim,Professor
33.0,7662.0,142.0,Desconhecido,Feminino,Basico,Preco Alto,Professor
43.0,8289.0,190.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Autônomo
18.0,7662.0,115.0,Sul,Feminino,Premium,Cobertura Ruim,Professor
38.0,15387.0,263.0,Norte,Feminino,Basico,Cobertura Ruim,Professor
43.0,7662.0,366.0,Sudeste,Masculino,Premium,Atendimento Ruim,Professor
23.0,7662.0,243.0,Centro-Oeste,Feminino,Nao especificado,Cobertura Ruim,Professor
50.0,7662.0,476.0,Norte,Feminino,Premium,Atendimento Ruim,Professor
48.0,15609.0,360.0,Nordeste,Desconhecido,Premium,Cobertura Ruim,Desempregado
30.0,7662.0,263.0,Sul,Desconhecido,Nao especificado,Cobertura Ruim,Professor
60.0,3381.0,129.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Autônomo
63.0,7345.0,263.0,Sudeste,Feminino,Premium,Atendimento Ruim,Professor
30.0,7662.0,266.0,Sul,Feminino,Intermediario,Preco Alto,Professor
70.0,7662.0,281.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Professor
48.0,4863.0,336.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Professor
42.0,7269.0,192.0,Sudeste,Desconhecido,Premium,Preco Alto,Professor
40.0,2749.0,51.0,Nordeste,Masculino,Premium,Cobertura Ruim,Professor
56.0,18589.0,404.0,Desconhecido,Masculino,Nao especificado,Preco Alto,Desempregado
70.0,11279.0,409.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Desempregado
42.0,3048.0,455.0,Sudeste,Desconhecido,Premium,Atendimento Ruim,Desempregado
18.0,15234.0,484.0,Sul,Desconhecido,Basico,Preco Alto,Professor
47.0,7662.0,160.0,Desconhecido,Desconhecido,Basico,Cobertura Ruim,Desempregado
50.0,4652.0,220.0,Sul,Feminino,Nao especificado,Cobertura Ruim,Autônomo
60.0,3136.0,424.0,Sudeste,Masculino,Premium,Cobertura Ruim,Autônomo
29.0,5409.0,263.0,Sul,Masculino,Basico,Cobertura Ruim,Professor
44.0,15746.0,61.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim,Professor
41.0,19980.0,230.0,Nordeste,Masculino,Nao especificado,Cobertura Ruim,Professor
50.0,14404.0,137.0,Sul,Masculino,Basico,Preco Alto,Professor
21.0,7662.0,391.0,Sul,Desconhecido,Intermediario,Preco Alto,Professor
64.0,19980.0,370.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
44.0,6814.0,373.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
63.0,5971.0,231.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Professor
36.0,2401.0,236.0,Centro-Oeste,Feminino,Intermediario,Preco Alto,Desempregado
50.0,5851.0,191.0,Desconhecido,Feminino,Basico,Atendimento Ruim,Professor
68.0,9902.0,263.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Professor
67.0,17419.0,492.0,Norte,Feminino,Basico,Atendimento Ruim,Professor
43.0,7662.0,86.0,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
43.0,1728.0,211.0,Sudeste,Feminino,Basico,Atendimento Ruim,Autônomo
43.0,3080.0,392.0,Sudeste,Masculino,Basico,Cobertura Ruim,Professor
21.0,16158.0,229.0,Nordeste,Feminino,Basico,Cobertura Ruim,Autônomo
35.0,18461.0,475.0,Sul,Masculino,Basico,Atendimento Ruim,Desempregado
43.0,2027.0,263.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Professor
49.0,12424.0,423.0,Sul,Feminino,Basico,Atendimento Ruim,Professor
43.0,5957.0,405.0,Sul,Masculino,Premium,Atendimento Ruim,Desempregado
43.0,5939.0,57.0,Nordeste,Feminino,Basico,Preco Alto,Professor
58.0,10938.0,235.0,Desconhecido,Desconhecido,Premium,Atendimento Ruim,Desempregado
18.0,15187.0,263.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Professor
43.0,4805.0,259.0,Sudeste,Desconhecido,Basico,Atendimento Ruim,Autônomo
43.0,12528.0,254.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Desempregado
41.0,10766.0,452.0,Desconhecido,Feminino,Basico,Preco Alto,Desempregado
41.0,7880.0,167.0,Sudeste,Masculino,Premium,Atendimento Ruim,Autônomo
63.0,9917.0,263.0,Sudeste,Masculino,Premium,Cobertura Ruim,Autônomo
68.0,1548.0,133.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Professor
32.0,1371.0,365.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Professor
22.0,8599.0,458.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim,Desempregado
43.0,7662.0,224.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Autônomo
43.0,7662.0,97.0,Norte,Masculino,Nao especificado,Atendimento Ruim,Professor
46.0,7559.0,159.0,Sudeste,Desconhecido,Basico,Cobertura Ruim,Professor
20.0,13851.0,263.0,Sul,Feminino,Intermediario,Cobertura Ruim,Desempregado
57.0,8364.0,294.0,Sudeste,Masculino,Basico,Atendimento Ruim,Professor
31.0,7883.0,198.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Desempregado
43.0,7662.0,263.0,Sudeste,Feminino,Nao especificado,Cobertura Ruim,Autônomo
31.0,7662.0,263.0,Desconhecido,Masculino,Basico,Atendimento Ruim,Desempregado
67.0,7121.0,464.0,Nordeste,Desconhecido,Premium,Cobertura Ruim,Desempregado
43.0,3197.0,263.0,Norte,Feminino,Basico,Cobertura Ruim,Professor
55.0,7662.0,263.0,Nordeste,Feminino,Basico,Cobertura Ruim,Desempregado
32.0,9651.0,474.0,Sul,Desconhecido,Nao especificado,Atendimento Ruim,Desempregado
40.0,7662.0,493.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
70.0,2277.0,263.0,Sudeste,Outro,Basico,Preco Alto,Professor
24.0,3434.0,128.0,Sul,Desconhecido,Basico,Preco Alto,Professor
63.0,9509.0,92.0,Nordeste,Masculino,Premium,Cobertura Ruim,Autônomo
43.0,3724.0,366.0,Sul,Desconhecido,Intermediario,Atendimento Ruim,Autônomo
52.0,4810.0,447.0,Norte,Masculino,Nao especificado,Atendimento Ruim,Professor
43.0,12456.0,263.0,Centro-Oeste,Desconhecido,Basico,Cobertura Ruim,Professor
60.0,4469.0,470.0,Norte,Masculino,Basico,Cobertura Ruim,Professor
63.0,6361.0,300.0,Nordeste,Masculino,Basico,Preco Alto,Professor
69.0,7662.0,146.0,Sul,Masculino,Intermediario,Preco Alto,Professor
43.0,15562.0,162.0,Centro-Oeste,Feminino,Nao especificado,Atendimento Ruim,Autônomo
41.0,4559.0,101.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Autônomo
52.0,9794.0,155.0,Sul,Masculino,Intermediario,Preco Alto,Professor
42.0,11525.0,362.0,Centro-Oeste,Desconhecido,Basico,Cobertura Ruim,Professor
37.0,7662.0,178.0,Desconhecido,Masculino,Nao especificado,Atendimento Ruim,Professor
49.0,8523.0,284.0,Sudeste,Masculino,Premium,Cobertura Ruim,Desempregado
43.0,8874.0,356.0,Centro-Oeste,Masculino,Basico,Cobertura Ruim,Desempregado
43.0,1324.0,446.0,Sudeste,Feminino,Nao especificado,Preco Alto,Desempregado
60.0,2009.0,293.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Desempregado
28.0,10569.0,263.0,Norte,Masculino,Nao especificado,Cobertura Ruim,Professor
37.0,6603.0,455.0,Desconhecido,Masculino,Premium,Cobertura Ruim,Desempregado
35.0,17712.0,263.0,Nordeste,Feminino,Nao especificado,Cobertura Ruim,Professor
29.0,19000.0,173.0,Sul,Feminino,Basico,Preco Alto,Professor
41.0,3478.0,435.0,Sudeste,Masculino,Basico,Cobertura Ruim,Autônomo
67.0,7662.0,107.0,Desconhecido,Masculino,Nao especificado,Preco Alto,Professor
45.0,4787.0,169.0,Norte,Feminino,Basico,Preco Alto,Autônomo
43.0,2596.0,238.0,Desconhecido,Masculino,Intermediario,Atendimento Ruim,Professor
43.0,7444.0,222.0,Centro-Oeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
48.0,7826.0,348.0,Desconhecido,Masculino,Basico,Atendimento Ruim,Desempregado
37.0,7662.0,121.0,Sul,Desconhecido,Basico,Preco Alto,Desempregado
70.0,11452.0,258.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Desempregado
33.0,2117.0,401.0,Nordeste,Desconhecido,Premium,Preco Alto,Professor
43.0,7662.0,263.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
53.0,7662.0,310.0,Sudeste,Masculino,Intermediario,Atendimento Ruim,Professor
47.0,7089.0,184.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Professor
23.0,2673.0,232.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Autônomo
69.0,2409.0,263.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Professor
20.0,7662.0,268.0,Nordeste,Feminino,Basico,Atendimento Ruim,Autônomo
22.0,13724.0,291.0,Desconhecido,Masculino,Intermediario,Atendimento Ruim,Desempregado
53.0,4629.0,310.0,Norte,Feminino,Intermediario,Preco Alto,Autônomo
53.0,15292.0,436.0,Nordeste,Feminino,Basico,Cobertura Ruim,Desempregado
43.0,7662.0,97.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
50.0,7116.0,231.0,Sul,Masculino,Premium,Preco Alto,Professor
19.0,7662.0,294.0,Sudeste,Masculino,Basico,Preco Alto,Professor
43.0,9797.0,287.0,Sul,Masculino,Basico,Cobertura Ruim,Desempregado
52.0,15195.0,66.0,Norte,Desconhecido,Basico,Cobertura Ruim,Autônomo
43.0,2138.0,169.0,Desconhecido,Masculino,Nao especificado,Cobertura Ruim,Professor
27.0,18819.0,421.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Desempregado
46.0,7662.0,263.0,Centro-Oeste,Feminino,Premium,Cobertura Ruim,Autônomo
43.0,6368.0,238.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Desempregado
60.0,7736.0,263.0,Desconhecido,Masculino,Basico,Atendimento Ruim,Autônomo
43.0,7662.0,108.0,Nordeste,Masculino,Premium,Cobertura Ruim,Professor
38.0,7662.0,460.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
43.0,9745.0,263.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Professor
43.0,7662.0,285.0,Sul,Masculino,Nao especificado,Preco Alto,Professor
43.0,3543.0,282.0,Nordeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
43.0,4199.0,314.0,Sudeste,Masculino,Basico,Cobertura Ruim,Autônomo
24.0,7662.0,263.0,Desconhecido,Masculino,Basico,Atendimento Ruim,Desempregado
33.0,6025.0,263.0,Sudeste,Masculino,Intermediario,Cobertura Ruim,Autônomo
60.0,12955.0,138.0,Norte,Desconhecido,Premium,Cobertura Ruim,Professor
43.0,7662.0,159.0,Desconhecido,Masculino,Basico,Preco Alto,Autônomo
65.0,2043.0,177.0,Sudeste,Feminino,Basico,Cobertura Ruim,Professor
23.0,2023.0,300.0,Sudeste,Feminino,Premium,Atendimento Ruim,Autônomo
43.0,1463.0,263.0,Norte,Desconhecido,Basico,Cobertura Ruim,Professor
37.0,1802.0,116.0,Nordeste,Feminino,Basico,Preco Alto,Professor
40.0,7662.0,200.0,Desconhecido,Feminino,Basico,Cobertura Ruim,Desempregado
70.0,12322.0,109.0,Nordeste,Masculino,Intermediario,Preco Alto,Autônomo
35.0,19897.0,327.0,Desconhecido,Masculino,Intermediario,Cobertura Ruim,Autônomo
44.0,1577.0,263.0,Nordeste,Masculino,Intermediario,Cobertura Ruim,Desempregado
45.0,16171.0,237.0,Nordeste,Feminino,Intermediario,Cobertura Ruim,Autônomo
43.0,12292.0,263.0,Sudeste,Masculino,Premium,Cobertura Ruim,Professor
44.0,10879.0,271.0,Desconhecido,Masculino,Intermediario,Atendimento Ruim,Professor
48.0,5841.0,442.0,Sudeste,Masculino,Nao especificado,Atendimento Ruim,Autônomo
18.0,7662.0,290.0,Nordeste,Masculino,Intermediario,Preco Alto,Desempregado
24.0,16084.0,227.0,Sul,Desconhecido,Intermediario,Cobertura Ruim,Professor
43.0,7662.0,277.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim,Professor
61.0,11639.0,157.0,Desconhecido,Feminino,Premium,Cobertura Ruim,Desempregado
38.0,7662.0,332.0,Desconhecido,Feminino,Intermediario,Cobertura Ruim,Autônomo
43.0,3657.0,491.0,Sudeste,Masculino,Basico,Preco Alto,Professor
56.0,19053.0,187.0,Desconhecido,Masculino,Basico,Cobertura Ruim,Autônomo
62.0,7081.0,210.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim,Professor
43.0,14456.0,236.0,Sudeste,Desconhecido,Nao especificado,Cobertura Ruim,Professor
53.0,7662.0,260.0,Sudeste,Feminino,Basico,Atendimento Ruim,Professor
19.0,14023.0,263.0,Sudeste,Masculino,Nao especificado,Cobertura Ruim,Professor
24.0,2831.0,153.0,Sudeste,Desconhecido,Basico,Preco Alto,Professor
57.0,1854.0,204.0,Sudeste,Feminino,Basico,Cobertura Ruim,Desempregado
43.0,7231.0,263.0,Norte,Masculino,Nao especificado,Cobertura Ruim,Desempregado
47.0,9644.0,293.0,Sudeste,Desconhecido,Intermediario,Atendimento Ruim,Autônomo
43.0,5424.0,263.0,Sudeste,Feminino,Nao especificado,Atendimento Ruim,Professor
56.0,12798.0,245.0,Desconhecido,Feminino,Intermediario,Atendimento Ruim,Professor
65.0,7607.0,351.0,Sudeste,Masculino,Intermediario,Preco Alto,Desempregado
