,Ocupacao,Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca
2701,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2702,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2703,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2704,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2705,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2706,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2707,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2708,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2709,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2710,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2711,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2712,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2713,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2714,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2715,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2716,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2717,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2718,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2719,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2720,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2721,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2722,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2723,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2724,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2725,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2726,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2727,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2728,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2729,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2730,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2731,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2732,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2733,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2734,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2735,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2736,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2737,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2738,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2739,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2740,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2741,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2742,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2743,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2744,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2745,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2746,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2747,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2748,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2749,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2750,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2751,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2752,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2753,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2754,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2755,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2756,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2757,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2758,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2759,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2760,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2761,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2762,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2763,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2764,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2765,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2766,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2767,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2768,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2769,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2770,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2771,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2772,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2773,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2774,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2775,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2776,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2777,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2778,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2779,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2780,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2781,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2782,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2783,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2784,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2785,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2786,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2787,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2788,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2789,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2790,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2791,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2792,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2793,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2794,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2795,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2796,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2797,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2798,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2799,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2800,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2801,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2802,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2803,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2804,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2805,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2806,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2807,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2808,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2809,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2810,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2811,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2812,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2813,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2814,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2815,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2816,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2817,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2818,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2819,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2820,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2821,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2822,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2823,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2824,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2825,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2826,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2827,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2828,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2829,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2830,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2831,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2832,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2833,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2834,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2835,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2836,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2837,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2838,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2839,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2840,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2841,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2842,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2843,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2844,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2845,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2846,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2847,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2848,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2849,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2850,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2851,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2852,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2853,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2854,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2855,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2856,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2857,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2858,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2859,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2860,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2861,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2862,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2863,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2864,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2865,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2866,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2867,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2868,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2869,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2870,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2871,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2872,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2873,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2874,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2875,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2876,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2877,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2878,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2879,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2880,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2881,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2882,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2883,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2884,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2885,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2886,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2887,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2888,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2889,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2890,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2891,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2892,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2893,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2894,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2895,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2896,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2897,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2898,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2899,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2900,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2901,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2902,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2903,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2904,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2905,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2906,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2907,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2908,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2909,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2910,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2911,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2912,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2913,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2914,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2915,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2916,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2917,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2918,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2919,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2920,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2921,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2922,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2923,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2924,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2925,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2926,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2927,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2928,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2929,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2930,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2931,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2932,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2933,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2934,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2935,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2936,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2937,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2938,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2939,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2940,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2941,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2942,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2943,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2944,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2945,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2946,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2947,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2948,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2949,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2950,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2951,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2952,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2953,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2954,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2955,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2956,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2957,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2958,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2959,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2960,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2961,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2962,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2963,Desempregado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2964,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2965,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2966,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2967,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2968,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2969,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2970,Professor,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2971,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2972,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2973,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2974,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2975,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2976,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2977,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2978,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2979,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2980,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2981,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2982,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2983,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2984,Advogado,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2985,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2986,Autônomo,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2987,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2988,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2989,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2990,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2991,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2992,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2993,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2994,Outro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2995,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2996,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2997,Estudante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2998,Engenheiro,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
2999,Comerciante,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
3000,Médico,38.0,7601.04,253.21,Norte,Feminino,Intermediario,Cobertura Ruim
