Idade,Renda_Mensal,Gasto_Internet,Regiao,Genero,Plano_Atual,Motivo_Troca
44.0,18861.0,271.71,Centro-Oeste,Masculino,Intermediario,Atendimento Ruim
32.885,5032.775,98.0,Sul,Masculino,Intermediario,Atendimento Ruim
36.29,4550.0,158.0,Centro-Oeste,Feminino,Intermediario,Cobertura Ruim
39.79,7820.42,442.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
68.0,4981.0,307.025,Centro-Oeste,Masculino,Basico,Cobertura Ruim
38.49,6864.0,379.0,Sudeste,Masculino,Intermediario,Preco Alto
22.0,9865.89,195.0,Sul,Masculino,Basico,Atendimento Ruim
36.0,14265.0,233.125,Norte,Feminino,Premium,Preco Alto
50.0,4589.0,250.92,Sudeste,Feminino,Intermediario,Atendimento Ruim
55.0,16415.0,393.0,Norte,Feminino,Intermediario,Preco Alto
55.0,4181.0,202.0,Nordeste,Masculino,Basico,Atendimento Ruim
24.0,5902.0,174.0,Norte,Masculino,Basico,Cobertura Ruim
64.0,6998.0,67.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
33.0,19980.0,341.475,Nordeste,Feminino,Basico,Atendimento Ruim
30.0,14075.0,245.0,Centro-Oeste,Feminino,Basico,Cobertura Ruim
48.0,5643.23,190.0,Sudeste,Feminino,Basico,Atendimento Ruim
42.17,17135.0,323.75,Sul,Feminino,Intermediario,Atendimento Ruim
43.0,19077.0,346.0,Nordeste,Feminino,Premium,Preco Alto
39.0,12958.305,187.0,Sudeste,Feminino,Basico,Preco Alto
31.0,7385.275,299.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
34.0,7784.0,191.0,Sul,Feminino,Basico,Atendimento Ruim
40.0,4057.0,494.0,Nordeste,Feminino,Intermediario,Preco Alto
36.0,9660.0,362.0,Sudeste,Feminino,Basico,Cobertura Ruim
38.0,13098.65,314.56,Norte,Feminino,Intermediario,Cobertura Ruim
55.0,2342.0,164.0,Sul,Feminino,Intermediario,Cobertura Ruim
45.04,13722.0,337.62,Nordeste,Masculino,Intermediario,Atendimento Ruim
44.395,16692.0,397.0,Nordeste,Feminino,Basico,Atendimento Ruim
51.0,19663.0,364.0,Sul,Feminino,Basico,Preco Alto
53.155,5565.0,304.85,Nordeste,Feminino,Intermediario,Preco Alto
61.0,5829.0,209.0,Sul,Feminino,Premium,Cobertura Ruim
27.0,4233.0,212.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
26.0,14651.0,277.0,Sul,Feminino,Basico,Cobertura Ruim
48.0,3095.0,197.0,Sudeste,Feminino,Basico,Atendimento Ruim
31.64,4715.0,137.0,Centro-Oeste,Feminino,Basico,Preco Alto
33.0,6449.38,313.205,Sudeste,Feminino,Intermediario,Preco Alto
44.0,6074.0,321.83,Norte,Masculino,Intermediario,Atendimento Ruim
57.0,6667.0,266.97,Sul,Masculino,Basico,Preco Alto
57.0,8816.0,371.0,Norte,Feminino,Intermediario,Atendimento Ruim
45.145,9077.255,281.0,Sudeste,Masculino,Basico,Preco Alto
22.0,10030.825,370.0,Sul,Outro,Premium,Preco Alto
21.0,14401.0,306.0,Sudeste,Masculino,Premium,Preco Alto
36.31,11793.0,344.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
42.385,11067.075,100.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim
65.0,15191.0,439.0,Centro-Oeste,Feminino,Basico,Preco Alto
19.0,2469.0,316.0,Sudeste,Masculino,Basico,Cobertura Ruim
19.0,13379.0,300.0,Norte,Masculino,Intermediario,Cobertura Ruim
27.0,12792.0,230.0,Norte,Masculino,Basico,Cobertura Ruim
49.0,6376.275,71.0,Sudeste,Feminino,Premium,Cobertura Ruim
45.0,7245.38,450.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
42.275,9180.0,493.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
64.0,13954.0,401.0,Centro-Oeste,Feminino,Premium,Cobertura Ruim
41.0,10809.0,457.0,Sudeste,Masculino,Basico,Atendimento Ruim
20.0,15037.0,143.0,Nordeste,Feminino,Premium,Preco Alto
35.67,12085.0,251.62,Sul,Feminino,Basico,Preco Alto
59.0,4800.0,438.0,Sudeste,Feminino,Basico,Cobertura Ruim
20.0,3260.0,94.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
32.0,10667.0,122.0,Sudeste,Masculino,Basico,Cobertura Ruim
57.0,13907.0,406.0,Nordeste,Masculino,Basico,Cobertura Ruim
38.0,3124.0,283.0,Sul,Masculino,Intermediario,Atendimento Ruim
46.375,1324.0,364.245,Sudeste,Feminino,Intermediario,Preco Alto
60.0,1473.0,320.685,Norte,Feminino,Premium,Cobertura Ruim
43.275,7385.245,354.785,Centro-Oeste,Masculino,Premium,Preco Alto
46.795,8392.0,375.0,Sudeste,Feminino,Basico,Cobertura Ruim
44.61,7661.0,341.0,Sudeste,Masculino,Basico,Cobertura Ruim
21.0,5327.0,489.0,Sudeste,Feminino,Basico,Preco Alto
50.0,6745.0,272.0,Sudeste,Feminino,Basico,Cobertura Ruim
42.965,14072.0,54.0,Sul,Masculino,Premium,Cobertura Ruim
55.0,3625.0,243.0,Norte,Masculino,Premium,Preco Alto
33.085,3875.0,124.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
20.0,11554.0,140.0,Sudeste,Feminino,Premium,Preco Alto
23.0,16625.0,189.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
61.0,5636.0,228.0,Centro-Oeste,Feminino,Basico,Atendimento Ruim
37.0,1324.0,260.0,Nordeste,Masculino,Basico,Preco Alto
34.0,2051.0,163.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
34.51,7946.26,207.0,Norte,Masculino,Premium,Cobertura Ruim
49.0,7152.0,196.0,Nordeste,Masculino,Basico,Atendimento Ruim
20.0,12988.0,223.0,Nordeste,Feminino,Premium,Cobertura Ruim
64.0,10252.085,133.0,Sudeste,Feminino,Premium,Cobertura Ruim
68.0,8708.0,207.565,Nordeste,Feminino,Basico,Cobertura Ruim
39.0,1682.0,308.08,Sudeste,Feminino,Basico,Atendimento Ruim
47.01,7176.0,125.0,Nordeste,Masculino,Basico,Cobertura Ruim
63.0,4396.0,272.0,Norte,Masculino,Intermediario,Preco Alto
35.81,7868.0,374.0,Sudeste,Masculino,Basico,Cobertura Ruim
62.0,7988.0,56.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
19.0,13740.0,86.0,Centro-Oeste,Feminino,Premium,Preco Alto
43.0,11788.425,255.0,Nordeste,Masculino,Basico,Cobertura Ruim
68.0,7436.203333333334,435.0,Sudeste,Masculino,Premium,Cobertura Ruim
32.0,8071.0,499.0,Sudeste,Masculino,Basico,Atendimento Ruim
33.0,19756.0,122.0,Norte,Feminino,Basico,Cobertura Ruim
49.0,14716.0,278.315,Sudeste,Feminino,Intermediario,Cobertura Ruim
66.0,13803.0,181.0,Sudeste,Masculino,Basico,Preco Alto
29.0,10547.0,255.0,Sudeste,Masculino,Basico,Atendimento Ruim
66.0,8039.0,288.0,Sudeste,Masculino,Basico,Preco Alto
50.0,5691.0,487.0,Sudeste,Feminino,Intermediario,Preco Alto
46.605,6436.345,443.0,Sudeste,Masculino,Premium,Cobertura Ruim
55.0,3724.0,285.0,Centro-Oeste,Masculino,Basico,Atendimento Ruim
51.0,1783.0,222.0,Norte,Masculino,Basico,Preco Alto
59.0,12346.0,210.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
28.0,3156.0,288.0,Sul,Feminino,Premium,Atendimento Ruim
67.0,7903.0183333333325,356.0,Norte,Masculino,Basico,Cobertura Ruim
27.0,11865.5,260.0,Sudeste,Feminino,Basico,Preco Alto
19.0,9913.0,205.0,Sudeste,Masculino,Basico,Atendimento Ruim
52.0,5300.0,300.0,Nordeste,Masculino,Premium,Cobertura Ruim
29.0,10818.0,213.135,Nordeste,Masculino,Intermediario,Cobertura Ruim
56.0,7367.0,243.0,Norte,Feminino,Intermediario,Atendimento Ruim
58.0,5012.0,323.5,Norte,Masculino,Basico,Atendimento Ruim
48.255,18608.0,198.0,Nordeste,Feminino,Basico,Atendimento Ruim
39.505,3372.0,261.0,Sudeste,Masculino,Basico,Cobertura Ruim
43.0,13746.0,268.735,Norte,Masculino,Basico,Preco Alto
64.0,14929.0,357.0,Nordeste,Feminino,Basico,Preco Alto
61.0,18778.0,231.0,Sudeste,Masculino,Basico,Cobertura Ruim
24.0,8573.0,280.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
68.0,8317.605,236.0,Nordeste,Feminino,Basico,Atendimento Ruim
33.0,17979.0,137.0,Norte,Masculino,Intermediario,Atendimento Ruim
36.0,14956.0,277.575,Sul,Masculino,Intermediario,Preco Alto
26.0,14006.0,428.0,Sudeste,Masculino,Basico,Cobertura Ruim
38.0,8963.04,274.24,Sudeste,Masculino,Intermediario,Cobertura Ruim
49.0,7574.0,292.0,Sul,Masculino,Basico,Cobertura Ruim
35.64,1845.0,166.0,Sudeste,Masculino,Premium,Atendimento Ruim
60.0,3834.0,221.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
46.255,10946.0,255.78,Nordeste,Masculino,Intermediario,Preco Alto
33.0,6343.0,233.255,Sudeste,Masculino,Basico,Cobertura Ruim
46.0,10027.0,188.0,Nordeste,Feminino,Basico,Preco Alto
21.0,8630.0,93.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
43.465,6882.0,125.0,Sudeste,Masculino,Premium,Preco Alto
38.0,4296.0,292.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
41.46,12873.0,325.0,Sudeste,Feminino,Basico,Preco Alto
47.495,17694.0,315.0,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
64.0,7988.755,299.245,Nordeste,Feminino,Basico,Preco Alto
47.0,2842.0,262.0,Norte,Feminino,Intermediario,Cobertura Ruim
49.85,12519.66,105.0,Norte,Masculino,Intermediario,Atendimento Ruim
39.0,15825.0,418.0,Norte,Feminino,Basico,Preco Alto
34.745,9627.0,269.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
37.0,6366.935,151.0,Sudeste,Feminino,Basico,Cobertura Ruim
56.0,4928.0,152.0,Nordeste,Masculino,Basico,Cobertura Ruim
38.845,5509.0,269.0,Sul,Feminino,Intermediario,Cobertura Ruim
57.8,4390.0,380.495,Sudeste,Feminino,Basico,Cobertura Ruim
61.0,3802.0,460.0,Sudeste,Feminino,Basico,Cobertura Ruim
56.0,9925.15,318.25,Sudeste,Outro,Basico,Cobertura Ruim
36.14,7779.0,489.0,Sul,Masculino,Basico,Cobertura Ruim
34.0,13275.0,342.415,Sudeste,Masculino,Basico,Cobertura Ruim
53.0,5224.0,403.0,Nordeste,Masculino,Basico,Cobertura Ruim
31.0,7163.0,231.0,Sudeste,Masculino,Basico,Cobertura Ruim
18.0,11894.0,152.0,Sul,Masculino,Premium,Cobertura Ruim
63.0,19068.0,340.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
44.0,5744.0,346.895,Norte,Masculino,Premium,Cobertura Ruim
70.0,11511.36,474.0,Nordeste,Masculino,Basico,Cobertura Ruim
38.0,7017.0,170.0,Sul,Feminino,Basico,Cobertura Ruim
68.0,6629.35,307.0,Sudeste,Masculino,Basico,Preco Alto
48.0,8133.69,218.19,Nordeste,Feminino,Intermediario,Cobertura Ruim
44.0,8246.0,235.0,Sul,Feminino,Premium,Preco Alto
34.0,15244.0,477.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
53.315,7209.0,109.0,Sudeste,Feminino,Premium,Cobertura Ruim
60.0,1825.0,292.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
39.0,17317.0,385.0,Sul,Feminino,Premium,Cobertura Ruim
54.0,4995.0,173.0,Sudeste,Feminino,Intermediario,Preco Alto
41.0,3078.0,290.075,Norte,Feminino,Intermediario,Cobertura Ruim
55.0,7160.63,112.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
42.37,5725.0,329.915,Norte,Masculino,Intermediario,Atendimento Ruim
32.0,3051.0,179.0,Sudeste,Masculino,Basico,Cobertura Ruim
49.0,5270.0,180.0,Nordeste,Masculino,Basico,Cobertura Ruim
38.0,7835.0,252.0,Norte,Masculino,Intermediario,Preco Alto
45.0,2435.0,269.91,Norte,Feminino,Intermediario,Atendimento Ruim
63.0,5791.0,498.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
46.935,11602.0,256.24,Nordeste,Masculino,Basico,Preco Alto
22.0,17868.0,73.0,Sul,Feminino,Intermediario,Preco Alto
59.0,1324.0,311.74,Norte,Feminino,Intermediario,Cobertura Ruim
46.0,8957.0,393.0,Sudeste,Feminino,Basico,Cobertura Ruim
41.0,10770.0,169.0,Centro-Oeste,Masculino,Intermediario,Preco Alto
28.0,9392.53,360.515,Sul,Feminino,Basico,Preco Alto
38.08,5659.0,240.735,Sudeste,Feminino,Intermediario,Preco Alto
33.0,11993.0,408.0,Norte,Masculino,Premium,Atendimento Ruim
54.0,13296.0,354.0,Norte,Masculino,Premium,Cobertura Ruim
39.0,5833.0,348.0,Norte,Masculino,Intermediario,Atendimento Ruim
46.0,1405.0,159.0,Norte,Masculino,Basico,Cobertura Ruim
22.0,9147.605,208.0,Centro-Oeste,Masculino,Intermediario,Cobertura Ruim
25.0,8286.0,273.0,Sudeste,Feminino,Premium,Cobertura Ruim
18.0,8625.0,137.0,Norte,Masculino,Intermediario,Cobertura Ruim
51.0,5710.16,259.0,Sul,Feminino,Intermediario,Atendimento Ruim
33.0,12944.0,248.0,Norte,Feminino,Premium,Cobertura Ruim
69.0,18004.0,182.0,Nordeste,Feminino,Intermediario,Preco Alto
35.0,19751.0,172.0,Sudeste,Feminino,Basico,Preco Alto
37.0,12419.0,187.0,Sul,Masculino,Basico,Preco Alto
42.0,7838.0,298.0,Nordeste,Feminino,Basico,Cobertura Ruim
18.0,3107.0,285.025,Sudeste,Feminino,Premium,Cobertura Ruim
60.0,6191.0,239.0,Sudeste,Feminino,Basico,Cobertura Ruim
63.0,9157.0,286.29,Norte,Masculino,Intermediario,Atendimento Ruim
18.0,10916.39,270.33,Sul,Feminino,Intermediario,Cobertura Ruim
49.285,2930.0,345.0,Sudeste,Masculino,Basico,Cobertura Ruim
52.0,14753.0,243.0,Nordeste,Masculino,Intermediario,Preco Alto
68.0,19974.0,154.0,Nordeste,Masculino,Intermediario,Atendimento Ruim
31.07,15062.0,353.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
29.0,14095.0,448.0,Sudeste,Outro,Intermediario,Cobertura Ruim
44.0,4600.0,165.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
41.0,1362.0,297.0,Norte,Feminino,Intermediario,Preco Alto
58.0,4185.0,242.0,Sudeste,Masculino,Basico,Preco Alto
65.0,14669.0,118.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
23.0,9862.675,307.43,Norte,Masculino,Basico,Atendimento Ruim
61.0,8590.765,105.0,Nordeste,Feminino,Basico,Cobertura Ruim
65.0,8905.0,346.0,Norte,Feminino,Intermediario,Atendimento Ruim
36.1,9344.0,197.0,Nordeste,Masculino,Intermediario,Preco Alto
56.0,8410.0,286.0,Norte,Masculino,Basico,Cobertura Ruim
55.0,19516.0,160.0,Sudeste,Feminino,Basico,Preco Alto
37.705,1475.0,225.0,Norte,Masculino,Premium,Preco Alto
66.0,12740.035,130.0,Norte,Masculino,Intermediario,Atendimento Ruim
36.0,7716.0,255.0,Sudeste,Masculino,Basico,Cobertura Ruim
20.0,5039.0,176.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
40.815,7978.0,168.0,Sul,Feminino,Basico,Preco Alto
42.69,11714.0,133.0,Sudeste,Feminino,Basico,Preco Alto
41.0,11701.0,379.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim
56.0,2434.0,252.615,Sudeste,Masculino,Intermediario,Atendimento Ruim
44.0,14990.0,268.14,Centro-Oeste,Masculino,Basico,Cobertura Ruim
34.0,18243.0,179.88,Sudeste,Feminino,Intermediario,Preco Alto
30.0,10573.735,325.0,Norte,Feminino,Intermediario,Cobertura Ruim
40.0,6603.0,437.0,Sudeste,Masculino,Basico,Cobertura Ruim
20.0,7809.0,96.0,Centro-Oeste,Masculino,Intermediario,Atendimento Ruim
40.0,8000.775,223.0,Sudeste,Masculino,Basico,Atendimento Ruim
22.0,7703.0,302.0,Sul,Masculino,Intermediario,Preco Alto
63.0,8916.3,62.0,Sudeste,Masculino,Basico,Preco Alto
47.0,7824.925,186.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
37.38,7007.0,369.0,Centro-Oeste,Masculino,Intermediario,Preco Alto
34.0,11396.47,275.525,Nordeste,Feminino,Basico,Cobertura Ruim
31.0,8742.8,115.0,Sul,Masculino,Intermediario,Atendimento Ruim
53.0,2937.0,307.0,Centro-Oeste,Feminino,Basico,Preco Alto
51.0,6940.0,256.7,Norte,Feminino,Premium,Cobertura Ruim
25.0,7549.065,346.0,Sudeste,Feminino,Intermediario,Preco Alto
31.0,8720.0,449.0,Sul,Feminino,Basico,Cobertura Ruim
38.395,13212.0,235.075,Norte,Feminino,Basico,Cobertura Ruim
37.055,7308.27,313.065,Sudeste,Masculino,Basico,Cobertura Ruim
19.0,8216.25,270.0,Norte,Feminino,Intermediario,Cobertura Ruim
21.0,11068.0,406.0,Norte,Feminino,Premium,Cobertura Ruim
57.0,10718.0,185.0,Norte,Feminino,Basico,Cobertura Ruim
56.0,2225.0,235.0,Sudeste,Masculino,Basico,Atendimento Ruim
38.0,3486.0,446.0,Sudeste,Feminino,Premium,Atendimento Ruim
27.0,7358.0,358.0,Sudeste,Feminino,Intermediario,Preco Alto
43.0,6983.0,209.0,Sudeste,Masculino,Premium,Cobertura Ruim
43.225,13721.0,414.0,Sudeste,Feminino,Basico,Atendimento Ruim
37.0,6232.0,184.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
32.0,11461.0,329.665,Sudeste,Masculino,Basico,Cobertura Ruim
21.0,10423.17,256.77,Norte,Feminino,Basico,Preco Alto
58.0,10997.0,288.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
48.185,9757.0,314.24,Sul,Masculino,Premium,Atendimento Ruim
61.0,15072.0,364.0,Norte,Feminino,Basico,Atendimento Ruim
43.0,11304.0,431.0,Norte,Masculino,Intermediario,Cobertura Ruim
70.0,15795.0,484.0,Norte,Masculino,Premium,Preco Alto
68.0,10786.0,295.06,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
33.0,3335.0,71.0,Sudeste,Feminino,Premium,Preco Alto
38.0,5244.0,295.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
56.0,5509.0,477.0,Sudeste,Feminino,Basico,Preco Alto
57.0,2510.0,261.0,Nordeste,Masculino,Basico,Cobertura Ruim
65.0,9348.265,418.0,Sudeste,Outro,Basico,Preco Alto
50.0,9732.0,380.0,Norte,Feminino,Basico,Preco Alto
42.0,9596.0,265.0,Sudeste,Masculino,Basico,Preco Alto
38.0,7388.0,269.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
40.0,8413.0,232.23,Nordeste,Feminino,Basico,Atendimento Ruim
62.0,1422.0,188.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
48.32,2540.0,265.765,Norte,Feminino,Intermediario,Preco Alto
21.0,11970.0,197.06,Norte,Feminino,Intermediario,Preco Alto
50.11,4635.0,452.0,Sudeste,Feminino,Intermediario,Preco Alto
44.0,2688.0,222.0,Sul,Feminino,Intermediario,Preco Alto
38.0,5487.0,70.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
62.0,4547.0,162.0,Nordeste,Masculino,Basico,Cobertura Ruim
47.0,1692.0,347.67,Sudeste,Masculino,Basico,Atendimento Ruim
35.0,6526.0,149.0,Norte,Outro,Premium,Preco Alto
41.0,1662.0,365.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
45.505,1324.0,167.0,Sul,Feminino,Intermediario,Cobertura Ruim
40.0,14737.0,265.0,Norte,Feminino,Intermediario,Cobertura Ruim
53.685,5314.0,370.3,Sul,Masculino,Basico,Atendimento Ruim
24.0,9361.79,214.0,Centro-Oeste,Masculino,Intermediario,Atendimento Ruim
49.0,10134.075,146.0,Norte,Masculino,Intermediario,Preco Alto
52.0,18226.0,283.0,Sul,Masculino,Intermediario,Preco Alto
49.0,13132.0,224.0,Nordeste,Masculino,Intermediario,Cobertura Ruim
36.385,11274.64,224.0,Sul,Masculino,Intermediario,Cobertura Ruim
37.055,7308.27,313.065,Sudeste,Masculino,Basico,Cobertura Ruim
62.0,12390.435,363.195,Centro-Oeste,Feminino,Intermediario,Atendimento Ruim
39.0,13975.0,349.8,Sudeste,Masculino,Basico,Atendimento Ruim
30.0,7064.0,201.0,Sudeste,Masculino,Basico,Cobertura Ruim
35.0,4261.0,108.455,Nordeste,Masculino,Premium,Preco Alto
47.0,17962.0,378.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
45.385,6266.0,357.44,Sudeste,Masculino,Basico,Preco Alto
53.0,8423.0,180.0,Sudeste,Feminino,Intermediario,Preco Alto
45.0,16394.0,281.0,Sudeste,Feminino,Premium,Preco Alto
48.0,15775.0,398.0,Nordeste,Feminino,Basico,Atendimento Ruim
44.0,10818.0,322.77,Sudeste,Feminino,Intermediario,Atendimento Ruim
34.83,17176.0,241.0,Sudeste,Feminino,Basico,Preco Alto
60.0,18786.0,147.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
57.0,18355.0,187.0,Centro-Oeste,Masculino,Premium,Cobertura Ruim
44.0,5745.0,473.0,Sudeste,Feminino,Basico,Atendimento Ruim
36.0,6356.0,382.0,Sul,Feminino,Basico,Preco Alto
19.0,4369.0,117.0,Norte,Masculino,Intermediario,Preco Alto
20.0,12204.91,54.0,Sul,Feminino,Basico,Cobertura Ruim
34.575,2864.0,165.0,Norte,Feminino,Intermediario,Atendimento Ruim
69.0,5822.0,471.0,Sul,Masculino,Intermediario,Atendimento Ruim
24.0,1443.0,239.65,Norte,Masculino,Basico,Preco Alto
26.0,9720.0,417.0,Sul,Masculino,Basico,Atendimento Ruim
42.0,11336.0,255.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
42.0,4477.0,411.0,Sudeste,Masculino,Basico,Atendimento Ruim
66.0,13323.0,76.0,Sudeste,Feminino,Basico,Cobertura Ruim
22.0,6158.0,243.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
68.0,5272.0,227.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
54.24,18889.0,491.0,Norte,Feminino,Intermediario,Cobertura Ruim
69.0,9569.0,203.0,Norte,Feminino,Basico,Cobertura Ruim
39.235,4519.0,240.0,Sudeste,Feminino,Intermediario,Preco Alto
50.0,19575.0,376.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
35.0,6234.0,227.065,Centro-Oeste,Feminino,Basico,Cobertura Ruim
39.06,11069.0,438.0,Sul,Feminino,Basico,Cobertura Ruim
49.06,12997.0,233.0,Sul,Feminino,Premium,Cobertura Ruim
18.0,8484.365,474.0,Norte,Feminino,Intermediario,Preco Alto
20.0,8230.0,321.0,Sudeste,Masculino,Basico,Cobertura Ruim
70.0,4360.0,423.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
41.0,8987.865,338.015,Sudeste,Feminino,Basico,Preco Alto
67.0,5261.0,183.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
54.0,6067.265,265.0,Norte,Feminino,Premium,Cobertura Ruim
37.0,11628.0,293.0,Sudeste,Feminino,Premium,Cobertura Ruim
27.0,10211.0,285.605,Norte,Masculino,Intermediario,Atendimento Ruim
69.0,14338.0,235.0,Sudeste,Feminino,Premium,Cobertura Ruim
46.21,1846.0,175.0,Sudeste,Feminino,Intermediario,Atendimento Ruim
29.0,2316.0,368.0,Nordeste,Feminino,Premium,Cobertura Ruim
52.0,3923.0,294.0,Sudeste,Feminino,Basico,Cobertura Ruim
23.0,6818.085,448.0,Sudeste,Feminino,Premium,Preco Alto
63.0,10219.065,322.0,Sudeste,Masculino,Premium,Atendimento Ruim
23.0,5937.595,280.99,Norte,Feminino,Intermediario,Cobertura Ruim
31.0,4770.0,209.215,Norte,Masculino,Intermediario,Cobertura Ruim
23.0,9193.0,294.0,Norte,Masculino,Basico,Atendimento Ruim
48.48,19980.0,295.0,Sudeste,Masculino,Premium,Cobertura Ruim
44.0,9083.0,259.195,Sudeste,Feminino,Premium,Preco Alto
36.935,12837.0,327.0,Sul,Feminino,Basico,Cobertura Ruim
58.0,6316.0,259.0,Norte,Feminino,Intermediario,Cobertura Ruim
39.595,11814.0,246.195,Sudeste,Feminino,Basico,Preco Alto
70.0,14635.0,481.0,Centro-Oeste,Masculino,Intermediario,Cobertura Ruim
46.0,9295.585,110.0,Sudeste,Masculino,Basico,Atendimento Ruim
47.525,10109.07,338.55,Sudeste,Masculino,Intermediario,Atendimento Ruim
38.0,11286.515,407.0,Sudeste,Feminino,Basico,Cobertura Ruim
44.545,13223.0,262.0,Sudeste,Masculino,Basico,Preco Alto
44.0,13125.0,165.0,Nordeste,Feminino,Basico,Preco Alto
50.845,8974.0,199.0,Sul,Feminino,Basico,Atendimento Ruim
32.0,5411.0,497.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
57.0,8515.61,291.0,Sul,Masculino,Basico,Atendimento Ruim
64.0,2426.0,235.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
43.0,19530.0,259.905,Norte,Masculino,Basico,Cobertura Ruim
57.0,3653.0,259.0,Sul,Feminino,Intermediario,Atendimento Ruim
29.0,9799.74,206.0,Sudeste,Feminino,Premium,Preco Alto
45.0,9233.71,161.0,Norte,Masculino,Intermediario,Preco Alto
70.0,3685.0,368.0,Sudeste,Masculino,Basico,Preco Alto
43.0,3476.0,295.0,Nordeste,Masculino,Basico,Cobertura Ruim
24.0,11397.77,121.0,Nordeste,Masculino,Premium,Atendimento Ruim
55.0,4506.0,294.0,Sudeste,Masculino,Intermediario,Cobertura Ruim
44.565,10642.895,160.0,Sudeste,Masculino,Basico,Preco Alto
51.985,4194.0,292.12,Centro-Oeste,Masculino,Basico,Preco Alto
28.0,17169.0,191.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
50.875,4874.0,343.0,Norte,Masculino,Basico,Cobertura Ruim
70.0,12267.0,323.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
20.0,6330.0,341.0,Nordeste,Masculino,Basico,Atendimento Ruim
61.0,19980.0,244.0,Sudeste,Feminino,Premium,Preco Alto
53.0,10461.985,107.0,Norte,Feminino,Basico,Cobertura Ruim
41.775,9942.51,490.0,Sudeste,Masculino,Intermediario,Atendimento Ruim
64.0,7928.0,170.0,Sudeste,Masculino,Basico,Preco Alto
24.0,2775.0,381.0,Nordeste,Feminino,Intermediario,Atendimento Ruim
53.0,7739.485,153.0,Nordeste,Feminino,Basico,Cobertura Ruim
26.0,6732.855,268.77,Sul,Feminino,Premium,Cobertura Ruim
21.0,8440.0,268.105,Norte,Feminino,Intermediario,Cobertura Ruim
25.0,12456.205,238.0,Sudeste,Feminino,Basico,Preco Alto
68.0,4841.0,479.0,Sul,Masculino,Premium,Cobertura Ruim
40.0,7157.405,422.0,Sudeste,Masculino,Premium,Cobertura Ruim
20.0,6614.0,460.0,Sudeste,Feminino,Intermediario,Cobertura Ruim
47.895,8778.46,315.0,Sudeste,Feminino,Premium,Cobertura Ruim
29.0,8278.135,178.0,Centro-Oeste,Masculino,Intermediario,Cobertura Ruim
39.005,6891.0,271.0,Sudeste,Feminino,Premium,Cobertura Ruim
56.0,2082.0,379.0,Nordeste,Feminino,Intermediario,Cobertura Ruim
27.0,19980.0,100.0,Norte,Feminino,Intermediario,Cobertura Ruim
67.0,13099.0,263.145,Nordeste,Feminino,Basico,Preco Alto
